age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,Self-employed,married,Tertiary,no,1464.0,no,no,phone,14,aug,133.0,2,-1.0,0,Unknow,no
59,Retired,married,Secondary,no,385.0,no,yes,phone,14,aug,365.0,2,-1.0,0,Unknow,no
51,Management,married,Tertiary,no,-892.0,yes,yes,mobile,14,aug,248.0,2,-1.0,0,Unknow,no
35,Management,married,Tertiary,no,-547.0,yes,no,mobile,14,aug,101.0,2,-1.0,0,Unknow,no
51,Management,divorced,Tertiary,no,71.0,yes,no,mobile,14,aug,178.0,2,-1.0,0,Unknow,no
36,technician,married,Secondary,no,465.0,no,no,mobile,14,aug,85.0,1,-1.0,0,Unknow,no
58,blue-collar,married,Primary,no,494.0,no,no,mobile,14,aug,171.0,10,-1.0,0,Unknow,no
45,Services,married,Secondary,no,567.0,yes,no,phone,14,aug,234.0,3,-1.0,0,Unknow,no
33,Management,married,Tertiary,no,4728.0,no,no,mobile,14,aug,110.0,3,-1.0,0,Unknow,no
50,Management,single,Tertiary,no,1200.0,no,no,mobile,14,aug,904.0,3,-1.0,0,Unknow,yes
34,Management,married,Tertiary,no,1262.0,no,no,mobile,14,aug,478.0,1,-1.0,0,Unknow,no
58,Self-employed,married,Tertiary,no,584.0,yes,no,mobile,14,aug,124.0,3,-1.0,0,Unknow,no
34,Management,divorced,Tertiary,no,0.0,no,no,mobile,14,aug,227.0,3,-1.0,0,Unknow,no
30,technician,single,Tertiary,no,0.0,no,yes,phone,14,aug,226.0,3,-1.0,0,Unknow,no
34,technician,married,Secondary,no,883.0,no,no,mobile,14,aug,163.0,3,-1.0,0,Unknow,no
30,technician,single,Secondary,no,710.0,no,no,mobile,14,aug,306.0,8,-1.0,0,Unknow,no
48,Services,married,Secondary,no,125.0,no,no,mobile,14,aug,89.0,7,-1.0,0,Unknow,no
58,housemaid,married,Secondary,no,2705.0,no,no,phone,14,aug,137.0,1,-1.0,0,Unknow,no
60,housemaid,married,Primary,no,15.0,no,no,mobile,14,aug,244.0,1,-1.0,0,Unknow,no
45,Management,married,Tertiary,no,0.0,no,no,mobile,14,aug,64.0,2,-1.0,0,Unknow,no
58,Retired,divorced,Secondary,yes,-397.0,no,yes,mobile,14,aug,386.0,1,-1.0,0,Unknow,no
42,housemaid,married,Secondary,no,327.0,no,no,mobile,14,aug,110.0,1,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,-83.0,no,no,mobile,14,aug,136.0,3,-1.0,0,Unknow,no
57,housemaid,married,Primary,no,1969.0,no,no,mobile,14,aug,286.0,3,-1.0,0,Unknow,no
36,technician,married,Secondary,no,-393.0,no,no,phone,14,aug,119.0,4,-1.0,0,Unknow,no
52,blue-collar,married,Primary,no,66653.0,no,no,mobile,14,aug,109.0,3,-1.0,0,Unknow,no
37,technician,married,Secondary,no,448.0,no,no,mobile,14,aug,86.0,3,-1.0,0,Unknow,no
60,Retired,married,Primary,no,97.0,no,no,mobile,14,aug,210.0,4,-1.0,0,Unknow,no
45,Management,divorced,Tertiary,no,2307.0,no,no,mobile,14,aug,126.0,3,-1.0,0,Unknow,no
58,Services,married,Secondary,no,8136.0,yes,no,mobile,14,aug,314.0,3,-1.0,0,Unknow,no
32,Management,single,Secondary,no,1473.0,no,no,mobile,14,aug,253.0,7,-1.0,0,Unknow,no
32,technician,single,Secondary,no,303.0,no,no,mobile,14,aug,390.0,3,-1.0,0,Unknow,no
31,technician,married,Secondary,no,547.0,no,no,mobile,14,aug,204.0,6,-1.0,0,Unknow,no
51,Management,married,Tertiary,no,7197.0,no,no,mobile,14,aug,45.0,5,-1.0,0,Unknow,no
45,blue-collar,married,Primary,no,147.0,no,no,mobile,14,aug,109.0,3,-1.0,0,Unknow,no
34,Management,single,Tertiary,no,454.0,no,no,mobile,14,aug,76.0,3,-1.0,0,Unknow,no
33,unemployed,single,Tertiary,no,6748.0,no,no,mobile,14,aug,1579.0,2,-1.0,0,Unknow,yes
31,blue-collar,married,Secondary,no,401.0,no,no,mobile,14,aug,96.0,3,-1.0,0,Unknow,no
32,technician,single,Secondary,no,1732.0,yes,no,mobile,14,aug,1871.0,3,-1.0,0,Unknow,yes
46,Management,married,Tertiary,no,3.0,no,no,mobile,18,aug,92.0,4,-1.0,0,Unknow,no
46,blue-collar,married,Secondary,no,456.0,no,yes,mobile,18,aug,618.0,6,-1.0,0,Unknow,yes
35,Management,single,Tertiary,no,51.0,no,no,mobile,18,aug,90.0,5,-1.0,0,Unknow,no
45,technician,single,Tertiary,no,0.0,no,no,mobile,18,aug,773.0,4,-1.0,0,Unknow,yes
49,entrepreneur,married,Secondary,no,687.0,no,no,mobile,18,aug,65.0,6,-1.0,0,Unknow,no
48,Administrative,married,Secondary,no,112.0,no,no,mobile,18,aug,139.0,5,-1.0,0,Unknow,no
52,Management,married,Tertiary,no,576.0,no,no,mobile,18,aug,762.0,3,-1.0,0,Unknow,yes
45,blue-collar,married,Secondary,no,240.0,no,no,mobile,18,aug,181.0,7,-1.0,0,Unknow,no
60,blue-collar,married,Primary,no,493.0,no,no,mobile,18,aug,671.0,4,-1.0,0,Unknow,yes
32,technician,single,Secondary,no,3586.0,no,no,mobile,18,aug,71.0,3,-1.0,0,Unknow,no
51,technician,married,Secondary,no,47.0,no,no,mobile,18,aug,54.0,4,-1.0,0,Unknow,no
48,Management,divorced,Tertiary,no,869.0,no,no,mobile,18,aug,48.0,6,-1.0,0,Unknow,no
31,Management,single,Tertiary,no,4247.0,no,no,mobile,18,aug,131.0,3,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,44.0,no,no,mobile,18,aug,82.0,4,-1.0,0,Unknow,no
57,Retired,married,Secondary,no,2774.0,no,no,mobile,18,aug,299.0,6,-1.0,0,Unknow,no
32,technician,single,Tertiary,no,3818.0,no,no,mobile,18,aug,100.0,4,-1.0,0,Unknow,no
34,Management,married,Tertiary,no,724.0,no,no,mobile,18,aug,92.0,7,-1.0,0,Unknow,no
33,Self-employed,married,Secondary,no,0.0,no,no,mobile,18,aug,73.0,7,-1.0,0,Unknow,no
47,Management,married,Tertiary,no,682.0,no,no,mobile,18,aug,638.0,6,-1.0,0,Unknow,yes
32,technician,single,Secondary,no,0.0,no,no,mobile,18,aug,594.0,4,-1.0,0,Unknow,yes
55,blue-collar,married,Primary,no,3485.0,no,no,mobile,18,aug,625.0,4,-1.0,0,Unknow,yes
35,technician,married,Secondary,no,-1041.0,yes,yes,mobile,18,aug,105.0,4,-1.0,0,Unknow,no
37,Management,married,Tertiary,no,984.0,yes,no,mobile,18,aug,180.0,4,-1.0,0,Unknow,no
49,Self-employed,married,Tertiary,no,271.0,yes,no,mobile,18,aug,140.0,4,-1.0,0,Unknow,no
60,housemaid,married,Unknown,no,5421.0,no,no,mobile,18,aug,458.0,4,-1.0,0,Unknow,no
54,blue-collar,married,Secondary,no,10.0,yes,no,mobile,18,aug,195.0,4,-1.0,0,Unknow,no
60,Retired,married,Secondary,no,7.0,no,yes,mobile,18,aug,87.0,5,-1.0,0,Unknow,no
59,Retired,married,Primary,no,574.0,no,no,mobile,18,aug,197.0,6,-1.0,0,Unknow,no
59,Self-employed,married,Secondary,no,0.0,no,no,mobile,18,aug,203.0,4,-1.0,0,Unknow,no
52,blue-collar,married,Primary,no,1271.0,no,no,mobile,18,aug,131.0,3,-1.0,0,Unknow,no
48,housemaid,married,Secondary,no,4.0,no,no,mobile,18,aug,68.0,4,-1.0,0,Unknow,no
58,housemaid,married,Secondary,no,519.0,no,no,mobile,18,aug,251.0,4,-1.0,0,Unknow,no
52,blue-collar,married,Secondary,no,6429.0,no,no,phone,18,aug,138.0,4,-1.0,0,Unknow,no
40,Management,married,Tertiary,no,193.0,no,no,mobile,18,aug,105.0,6,-1.0,0,Unknow,no
36,housemaid,divorced,Tertiary,no,7296.0,yes,no,mobile,18,aug,108.0,6,-1.0,0,Unknow,no
45,blue-collar,married,Primary,no,419.0,no,no,mobile,18,aug,113.0,4,-1.0,0,Unknow,no
31,Management,single,Tertiary,no,63.0,no,no,mobile,18,aug,161.0,7,-1.0,0,Unknow,no
35,Management,married,Tertiary,no,750.0,yes,no,mobile,18,aug,233.0,12,-1.0,0,Unknow,no
36,Management,single,Tertiary,no,2944.0,no,no,mobile,18,aug,882.0,8,-1.0,0,Unknow,yes
45,Services,married,Secondary,no,4971.0,no,no,mobile,18,aug,115.0,9,-1.0,0,Unknow,no
30,Management,married,Tertiary,no,913.0,yes,no,mobile,18,aug,341.0,4,-1.0,0,Unknow,no
49,blue-collar,married,Primary,no,154.0,yes,no,mobile,18,aug,26.0,15,-1.0,0,Unknow,no
55,Self-employed,married,Secondary,no,2678.0,no,yes,mobile,18,aug,151.0,12,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,13763.0,no,no,mobile,18,aug,313.0,3,-1.0,0,Unknow,no
45,blue-collar,married,Primary,no,907.0,no,no,mobile,18,aug,230.0,8,-1.0,0,Unknow,no
60,Retired,married,Secondary,no,262.0,no,no,mobile,18,aug,393.0,4,-1.0,0,Unknow,no
56,blue-collar,married,Primary,no,2442.0,no,yes,mobile,18,aug,111.0,7,-1.0,0,Unknow,no
58,Management,married,Secondary,no,37.0,no,no,mobile,18,aug,84.0,11,-1.0,0,Unknow,no
60,blue-collar,married,Secondary,no,3122.0,no,no,phone,18,aug,51.0,12,-1.0,0,Unknow,no
43,Management,divorced,Tertiary,no,1413.0,yes,no,mobile,18,aug,116.0,9,-1.0,0,Unknow,no
48,blue-collar,married,Unknown,no,434.0,no,no,mobile,18,aug,73.0,6,-1.0,0,Unknow,no
46,technician,married,Secondary,no,1353.0,no,no,mobile,18,aug,528.0,5,-1.0,0,Unknow,yes
46,blue-collar,married,Secondary,no,5.0,no,no,mobile,18,aug,71.0,3,-1.0,0,Unknow,no
57,blue-collar,married,Secondary,no,490.0,yes,no,mobile,18,aug,70.0,5,-1.0,0,Unknow,no
51,technician,divorced,Secondary,no,2323.0,yes,yes,mobile,18,aug,151.0,10,-1.0,0,Unknow,no
51,blue-collar,married,Secondary,no,193.0,no,no,mobile,18,aug,146.0,5,-1.0,0,Unknow,no
36,Management,divorced,Tertiary,no,1406.0,yes,no,mobile,18,aug,266.0,4,-1.0,0,Unknow,no
46,Services,married,Secondary,no,0.0,no,no,mobile,18,aug,74.0,4,-1.0,0,Unknow,no
50,Management,married,Tertiary,no,569.0,no,yes,mobile,18,aug,452.0,4,-1.0,0,Unknow,no
45,blue-collar,married,Primary,no,185.0,no,no,mobile,18,aug,34.0,14,-1.0,0,Unknow,no
34,technician,married,Secondary,no,96.0,no,no,mobile,18,aug,113.0,4,-1.0,0,Unknow,no
45,Services,married,Secondary,no,1621.0,no,no,mobile,18,aug,122.0,8,-1.0,0,Unknow,no
54,Retired,married,Primary,no,11.0,yes,yes,mobile,18,aug,48.0,10,-1.0,0,Unknow,no
36,technician,married,Secondary,no,110.0,no,no,mobile,18,aug,80.0,4,-1.0,0,Unknow,no
39,Management,single,Tertiary,no,1914.0,no,no,mobile,18,aug,94.0,4,-1.0,0,Unknow,no
56,Services,married,Secondary,no,4914.0,no,no,mobile,18,aug,70.0,4,-1.0,0,Unknow,no
46,blue-collar,married,Secondary,no,689.0,no,no,mobile,18,aug,121.0,7,-1.0,0,Unknow,no
34,Management,married,Tertiary,no,176.0,no,no,mobile,18,aug,61.0,4,-1.0,0,Unknow,no
55,blue-collar,married,Secondary,no,1901.0,no,no,mobile,18,aug,143.0,4,-1.0,0,Unknow,no
36,Services,divorced,Secondary,no,127.0,no,no,mobile,18,aug,172.0,3,-1.0,0,Unknow,no
54,Administrative,married,Secondary,no,3398.0,yes,no,phone,18,aug,71.0,4,-1.0,0,Unknow,no
35,Services,married,Tertiary,no,4564.0,no,no,mobile,18,aug,45.0,6,-1.0,0,Unknow,no
49,blue-collar,married,Secondary,no,1157.0,no,no,mobile,18,aug,91.0,4,-1.0,0,Unknow,no
36,Management,single,Tertiary,no,1283.0,no,no,mobile,18,aug,92.0,5,-1.0,0,Unknow,no
57,housemaid,married,Primary,no,50.0,no,no,mobile,18,aug,89.0,3,-1.0,0,Unknow,no
55,Administrative,married,Secondary,no,512.0,no,no,mobile,18,aug,115.0,4,-1.0,0,Unknow,no
48,Services,divorced,Secondary,no,297.0,no,no,mobile,18,aug,121.0,4,-1.0,0,Unknow,no
43,Management,divorced,Tertiary,no,-173.0,no,yes,mobile,18,aug,119.0,7,-1.0,0,Unknow,no
37,Self-employed,married,Secondary,no,3396.0,no,no,mobile,18,aug,69.0,6,-1.0,0,Unknow,no
33,unemployed,married,Tertiary,no,3335.0,no,no,mobile,18,aug,98.0,6,-1.0,0,Unknow,no
48,unemployed,married,Secondary,no,0.0,no,no,mobile,18,aug,195.0,3,-1.0,0,Unknow,no
36,Management,married,Tertiary,no,324.0,no,no,mobile,18,aug,104.0,4,-1.0,0,Unknow,no
44,Self-employed,married,Tertiary,no,8402.0,yes,no,mobile,18,aug,515.0,5,-1.0,0,Unknow,no
35,Management,single,Tertiary,no,2306.0,no,no,mobile,18,aug,86.0,7,-1.0,0,Unknow,no
35,Management,divorced,Tertiary,no,0.0,no,no,mobile,18,aug,100.0,6,-1.0,0,Unknow,no
58,blue-collar,married,Secondary,no,0.0,no,no,mobile,18,aug,27.0,17,-1.0,0,Unknow,no
42,Self-employed,single,Tertiary,no,1225.0,no,no,mobile,18,aug,104.0,3,-1.0,0,Unknow,no
55,Services,single,Secondary,no,987.0,no,no,mobile,18,aug,63.0,4,-1.0,0,Unknow,no
36,Management,married,Tertiary,no,6.0,yes,no,mobile,18,aug,166.0,3,-1.0,0,Unknow,no
60,blue-collar,married,Secondary,no,5450.0,no,no,mobile,18,aug,113.0,4,-1.0,0,Unknow,no
55,Management,divorced,Tertiary,no,0.0,no,no,mobile,18,aug,309.0,4,-1.0,0,Unknow,yes
52,Management,married,Tertiary,no,52.0,no,yes,mobile,18,aug,124.0,4,-1.0,0,Unknow,no
47,Administrative,married,Tertiary,no,1979.0,no,no,mobile,18,aug,207.0,6,-1.0,0,Unknow,no
35,Management,single,Tertiary,no,1635.0,no,no,mobile,18,aug,90.0,6,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,2227.0,no,no,mobile,18,aug,98.0,12,-1.0,0,Unknow,no
31,Management,married,Tertiary,no,927.0,no,no,mobile,18,aug,100.0,4,-1.0,0,Unknow,no
32,Management,single,Tertiary,no,1117.0,no,no,mobile,18,aug,219.0,4,-1.0,0,Unknow,no
32,Management,single,Tertiary,no,-217.0,yes,yes,mobile,18,aug,129.0,4,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,1077.0,no,no,mobile,18,aug,128.0,4,-1.0,0,Unknow,no
34,technician,single,Tertiary,no,332.0,no,no,mobile,18,aug,75.0,7,-1.0,0,Unknow,no
42,Management,divorced,Tertiary,no,624.0,no,no,mobile,18,aug,75.0,5,-1.0,0,Unknow,no
30,Administrative,single,Tertiary,no,1535.0,no,no,mobile,18,aug,67.0,4,-1.0,0,Unknow,no
55,housemaid,married,Primary,no,211.0,no,no,mobile,18,aug,111.0,3,-1.0,0,Unknow,no
51,technician,married,Secondary,no,2242.0,no,no,mobile,18,aug,498.0,3,-1.0,0,Unknow,no
46,housemaid,married,Secondary,no,1000.0,no,no,mobile,18,aug,96.0,11,-1.0,0,Unknow,no
48,Management,divorced,Secondary,no,3324.0,no,no,mobile,18,aug,203.0,4,-1.0,0,Unknow,no
47,blue-collar,married,Primary,no,362.0,yes,no,mobile,18,aug,111.0,8,-1.0,0,Unknow,no
48,Management,married,Tertiary,no,288.0,no,no,mobile,18,aug,585.0,3,-1.0,0,Unknow,no
45,Management,married,Tertiary,no,4112.0,no,no,mobile,18,aug,140.0,13,-1.0,0,Unknow,no
23,entrepreneur,married,Tertiary,no,489.0,no,yes,mobile,18,aug,235.0,4,-1.0,0,Unknow,no
60,Retired,married,Secondary,no,8121.0,yes,yes,mobile,18,aug,98.0,7,-1.0,0,Unknow,no
56,blue-collar,married,Primary,no,3206.0,no,no,mobile,18,aug,129.0,3,-1.0,0,Unknow,no
30,technician,single,Secondary,no,796.0,yes,yes,mobile,18,aug,315.0,4,-1.0,0,Unknow,no
59,housemaid,married,Primary,no,1100.0,no,no,mobile,18,aug,147.0,10,-1.0,0,Unknow,no
54,technician,single,Secondary,no,473.0,yes,no,mobile,18,aug,134.0,6,-1.0,0,Unknow,no
34,Management,married,Tertiary,no,0.0,no,no,mobile,18,aug,431.0,6,-1.0,0,Unknow,no
51,technician,married,Secondary,no,219.0,no,no,phone,18,aug,63.0,2,-1.0,0,Unknow,no
49,Administrative,married,Unknown,no,1101.0,no,no,mobile,18,aug,29.0,3,-1.0,0,Unknow,no
31,technician,single,Secondary,no,0.0,no,no,mobile,18,aug,93.0,2,-1.0,0,Unknow,no
47,technician,married,Secondary,no,1219.0,no,no,mobile,18,aug,697.0,4,-1.0,0,Unknow,yes
33,technician,married,Tertiary,no,5641.0,no,no,mobile,18,aug,168.0,2,-1.0,0,Unknow,no
33,technician,married,Secondary,no,804.0,no,yes,phone,18,aug,212.0,2,-1.0,0,Unknow,no
54,Management,married,Tertiary,no,3797.0,no,no,phone,18,aug,253.0,2,-1.0,0,Unknow,no
42,technician,married,Secondary,no,1018.0,no,no,mobile,18,aug,280.0,2,-1.0,0,Unknow,no
60,Self-employed,married,Tertiary,no,3.0,no,no,mobile,18,aug,80.0,2,-1.0,0,Unknow,no
41,technician,married,Secondary,no,335.0,no,no,mobile,18,aug,169.0,3,-1.0,0,Unknow,no
49,blue-collar,married,Primary,no,1798.0,yes,yes,phone,18,aug,209.0,2,-1.0,0,Unknow,no
57,blue-collar,married,Secondary,no,1404.0,no,no,mobile,18,aug,119.0,7,-1.0,0,Unknow,no
60,Management,single,Tertiary,no,0.0,no,no,phone,18,aug,161.0,2,-1.0,0,Unknow,no
43,Management,married,Tertiary,no,13044.0,no,no,mobile,18,aug,36.0,4,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,199.0,no,no,phone,18,aug,29.0,2,-1.0,0,Unknow,no
33,technician,single,Tertiary,no,389.0,no,no,phone,18,aug,79.0,2,-1.0,0,Unknow,no
40,Management,married,Tertiary,no,2935.0,yes,no,mobile,18,aug,192.0,2,-1.0,0,Unknow,no
55,Management,single,Tertiary,no,1097.0,no,no,phone,18,aug,199.0,2,-1.0,0,Unknow,no
54,blue-collar,married,Primary,no,0.0,no,no,mobile,18,aug,144.0,2,-1.0,0,Unknow,no
33,housemaid,married,Primary,no,813.0,no,no,phone,18,aug,331.0,2,-1.0,0,Unknow,no
50,Management,married,Tertiary,no,5124.0,yes,no,mobile,18,aug,111.0,2,-1.0,0,Unknow,no
31,Management,single,Tertiary,no,350.0,no,no,mobile,18,aug,471.0,2,-1.0,0,Unknow,no
60,Retired,married,Primary,no,0.0,no,no,mobile,18,aug,142.0,3,-1.0,0,Unknow,no
45,technician,married,Secondary,no,1629.0,no,no,mobile,18,aug,58.0,4,-1.0,0,Unknow,no
43,Management,married,Tertiary,no,41630.0,no,no,mobile,18,aug,68.0,4,-1.0,0,Unknow,no
33,Management,single,Tertiary,no,134.0,no,no,mobile,18,aug,79.0,2,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,1541.0,no,no,mobile,18,aug,471.0,8,-1.0,0,Unknow,yes
58,Services,divorced,Secondary,no,796.0,no,no,mobile,18,aug,102.0,7,-1.0,0,Unknow,no
33,technician,married,Tertiary,no,602.0,yes,no,mobile,18,aug,87.0,6,-1.0,0,Unknow,no
37,Self-employed,married,Tertiary,no,129.0,no,no,mobile,18,aug,128.0,2,-1.0,0,Unknow,no
33,technician,married,Secondary,no,79.0,yes,no,mobile,18,aug,170.0,6,-1.0,0,Unknow,no
42,Management,divorced,Tertiary,no,1064.0,no,no,mobile,18,aug,101.0,2,-1.0,0,Unknow,no
60,housemaid,married,Secondary,no,1211.0,no,no,phone,18,aug,268.0,2,-1.0,0,Unknow,no
47,technician,divorced,Secondary,no,236.0,no,no,mobile,18,aug,263.0,4,-1.0,0,Unknow,no
39,Management,married,Tertiary,no,429.0,no,no,mobile,18,aug,80.0,6,-1.0,0,Unknow,no
43,Management,married,Tertiary,no,1253.0,no,yes,mobile,18,aug,52.0,3,-1.0,0,Unknow,no
54,Services,married,Primary,no,392.0,no,no,mobile,18,aug,254.0,8,-1.0,0,Unknow,no
55,Management,married,Tertiary,no,0.0,no,yes,phone,18,aug,201.0,11,-1.0,0,Unknow,no
56,Administrative,divorced,Secondary,no,985.0,no,yes,mobile,18,aug,150.0,2,-1.0,0,Unknow,no
44,Management,married,Tertiary,no,1764.0,no,no,mobile,18,aug,70.0,2,-1.0,0,Unknow,no
50,blue-collar,married,Primary,no,9202.0,no,no,mobile,18,aug,204.0,7,-1.0,0,Unknow,no
32,technician,divorced,Tertiary,no,3628.0,no,no,mobile,18,aug,130.0,2,-1.0,0,Unknow,no
35,technician,married,Secondary,no,23876.0,no,no,mobile,18,aug,191.0,2,-1.0,0,Unknow,no
41,technician,married,Tertiary,no,139.0,no,no,mobile,18,aug,781.0,2,-1.0,0,Unknow,no
39,Management,divorced,Tertiary,no,3575.0,no,yes,mobile,18,aug,74.0,3,-1.0,0,Unknow,no
32,technician,single,Secondary,no,82.0,no,no,mobile,18,aug,66.0,4,-1.0,0,Unknow,no
46,Management,divorced,Tertiary,no,302.0,no,no,mobile,18,aug,80.0,13,-1.0,0,Unknow,no
32,technician,divorced,Secondary,no,2870.0,no,no,mobile,18,aug,91.0,4,-1.0,0,Unknow,no
61,Retired,married,Primary,no,0.0,yes,yes,phone,18,aug,280.0,13,-1.0,0,Unknow,no
52,Management,married,Tertiary,no,3732.0,no,no,phone,18,aug,212.0,2,-1.0,0,Unknow,no
32,technician,married,Secondary,no,0.0,yes,no,mobile,18,aug,143.0,4,-1.0,0,Unknow,no
59,Management,married,Tertiary,no,3779.0,no,no,mobile,18,aug,93.0,3,-1.0,0,Unknow,no
35,housemaid,married,Primary,no,0.0,no,no,mobile,18,aug,65.0,3,-1.0,0,Unknow,no
32,Management,married,Tertiary,no,1969.0,no,no,mobile,18,aug,271.0,8,-1.0,0,Unknow,no
30,technician,married,Secondary,no,239.0,yes,no,mobile,18,aug,199.0,8,-1.0,0,Unknow,no
54,Management,married,Tertiary,no,2883.0,no,no,mobile,18,aug,1126.0,5,-1.0,0,Unknow,no
30,Management,single,Secondary,no,2143.0,yes,yes,mobile,18,aug,514.0,10,-1.0,0,Unknow,no
30,Management,married,Tertiary,no,10639.0,no,no,mobile,18,aug,75.0,2,-1.0,0,Unknow,no
31,Management,single,Tertiary,no,41.0,yes,no,mobile,18,aug,392.0,2,-1.0,0,Unknow,no
51,Management,single,Tertiary,yes,-55.0,yes,no,mobile,18,aug,119.0,6,-1.0,0,Unknow,no
52,Management,married,Tertiary,no,1134.0,yes,no,mobile,18,aug,151.0,4,-1.0,0,Unknow,no
39,Management,married,Tertiary,no,3913.0,no,no,mobile,18,aug,150.0,4,-1.0,0,Unknow,no
40,Management,married,Tertiary,no,42.0,no,yes,mobile,18,aug,215.0,6,-1.0,0,Unknow,no
32,technician,single,Tertiary,no,2481.0,no,no,mobile,18,aug,547.0,11,-1.0,0,Unknow,no
48,technician,married,Secondary,no,14148.0,yes,no,mobile,18,aug,85.0,2,-1.0,0,Unknow,no
54,blue-collar,married,Secondary,no,548.0,no,no,mobile,18,aug,520.0,7,-1.0,0,Unknow,yes
45,technician,married,Secondary,no,376.0,no,yes,mobile,18,aug,86.0,2,-1.0,0,Unknow,no
49,blue-collar,married,Secondary,no,1350.0,no,no,mobile,18,aug,22.0,2,-1.0,0,Unknow,no
31,technician,divorced,Secondary,no,431.0,yes,yes,mobile,18,aug,75.0,2,-1.0,0,Unknow,no
46,Management,married,Tertiary,no,3115.0,no,no,mobile,18,aug,134.0,2,-1.0,0,Unknow,no
52,blue-collar,married,Primary,no,4660.0,no,no,mobile,18,aug,82.0,3,-1.0,0,Unknow,no
55,housemaid,married,Primary,no,0.0,no,no,mobile,18,aug,984.0,2,-1.0,0,Unknow,no
50,blue-collar,married,Primary,no,8139.0,yes,no,mobile,18,aug,256.0,6,-1.0,0,Unknow,no
45,Self-employed,married,Secondary,no,0.0,no,no,mobile,18,aug,249.0,6,-1.0,0,Unknow,no
53,Services,married,Secondary,no,4994.0,no,no,mobile,18,aug,62.0,6,-1.0,0,Unknow,no
31,Management,single,Tertiary,no,11821.0,no,no,mobile,18,aug,384.0,11,-1.0,0,Unknow,yes
32,technician,single,Tertiary,no,548.0,no,no,mobile,18,aug,377.0,7,-1.0,0,Unknow,no
46,Management,married,Tertiary,no,473.0,yes,no,mobile,18,aug,201.0,4,-1.0,0,Unknow,no
36,technician,single,Tertiary,no,53.0,no,yes,mobile,18,aug,64.0,7,-1.0,0,Unknow,no
40,Management,married,Tertiary,no,0.0,no,no,mobile,18,aug,261.0,7,-1.0,0,Unknow,no
31,Management,divorced,Tertiary,no,254.0,no,no,mobile,18,aug,1576.0,8,-1.0,0,Unknow,yes
52,blue-collar,married,Primary,no,9804.0,yes,yes,mobile,18,aug,155.0,4,-1.0,0,Unknow,no
45,blue-collar,married,Primary,no,47.0,no,yes,mobile,18,aug,128.0,4,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,583.0,no,no,mobile,18,aug,260.0,8,-1.0,0,Unknow,no
39,Management,married,Tertiary,no,2226.0,yes,no,mobile,18,aug,103.0,8,-1.0,0,Unknow,no
33,technician,single,Secondary,no,199.0,no,no,mobile,18,aug,178.0,4,-1.0,0,Unknow,no
46,technician,single,Tertiary,no,4414.0,no,no,mobile,18,aug,504.0,7,-1.0,0,Unknow,yes
30,technician,single,Secondary,no,19.0,yes,no,mobile,18,aug,16.0,15,-1.0,0,Unknow,no
32,entrepreneur,married,Tertiary,no,598.0,no,no,mobile,18,aug,135.0,6,-1.0,0,Unknow,no
48,technician,married,Secondary,no,427.0,no,no,mobile,18,aug,202.0,14,-1.0,0,Unknow,no
34,Management,single,Tertiary,no,757.0,no,no,mobile,18,aug,37.0,4,-1.0,0,Unknow,no
45,technician,married,Secondary,no,-374.0,no,yes,mobile,18,aug,149.0,5,-1.0,0,Unknow,no
60,housemaid,married,Primary,no,1043.0,no,no,mobile,18,aug,1364.0,4,-1.0,0,Unknow,no
61,Management,married,Secondary,no,985.0,no,no,mobile,18,aug,998.0,6,-1.0,0,Unknow,yes
46,Services,married,Secondary,no,250.0,no,no,mobile,18,aug,166.0,6,-1.0,0,Unknow,no
52,blue-collar,married,Primary,no,2977.0,no,no,mobile,18,aug,286.0,5,-1.0,0,Unknow,no
56,blue-collar,married,Secondary,no,324.0,no,no,mobile,18,aug,213.0,5,-1.0,0,Unknow,no
50,Management,divorced,Secondary,no,-35.0,yes,no,mobile,18,aug,207.0,5,-1.0,0,Unknow,no
38,technician,divorced,Secondary,no,1221.0,yes,yes,mobile,18,aug,73.0,7,-1.0,0,Unknow,no
49,blue-collar,married,Primary,no,418.0,no,no,mobile,18,aug,1559.0,7,-1.0,0,Unknow,no
58,Retired,married,Primary,no,1241.0,no,no,mobile,18,aug,194.0,2,-1.0,0,Unknow,yes
35,Management,divorced,Tertiary,no,771.0,yes,yes,mobile,18,aug,221.0,5,-1.0,0,Unknow,no
43,technician,single,Tertiary,no,140.0,no,no,mobile,18,aug,192.0,7,-1.0,0,Unknow,no
33,Self-employed,married,Tertiary,no,576.0,yes,no,mobile,18,aug,304.0,3,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,0.0,no,no,mobile,18,aug,124.0,3,-1.0,0,Unknow,no
43,Management,divorced,Tertiary,no,171.0,no,no,mobile,18,aug,67.0,2,-1.0,0,Unknow,no
